Virginia Department of Education,,,,,,,,,,,,,,,,,,,,,
"2015-2016 Student Membership by School (Grade, Ethnicity, & Gender)",,,,,,,,,,,,,,,,,,,,,
(11/18/2015),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Division No.,Division Name,School No.,School Name,Grade,Hispanic/ of any Race Male,Hispanic/ of any Race Female,"American Indian/Alaska Native 
Male","American Indian/Alaska Native 
Female",Asian Male,Asian Female,Black or African American Male,Black or African American Female,"Native Hawaiian/
Pacific Islander 
Male","Native Hawaiian/
Pacific Islander Female","White
Male",White Female,"Two or more races  (Non-Hispanic)
Male","Two or more races (Non-Hispanic)
Female","Total
Full-time Students",Part-time Students,"Total 
Full-time & Part-time Students"
29,FAIRFAX CO PBLC SCHS,"1,060",MADISON HIGH,10,41,39,1,1,40,45,4,3,0,0,184,184,23,19,584,1,585
29,FAIRFAX CO PBLC SCHS,"1,060",MADISON HIGH,11,38,28,1,0,27,30,5,8,0,0,174,178,15,12,516,0,516
29,FAIRFAX CO PBLC SCHS,"1,060",MADISON HIGH,12,33,19,0,0,39,34,7,5,0,1,185,160,14,10,507,0,507
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,1,7,6,0,0,11,19,1,0,0,0,30,36,4,6,120,0,120
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,2,4,7,0,1,17,18,1,1,0,0,27,26,5,8,115,0,115
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,3,9,12,0,1,25,26,4,3,0,0,32,27,8,6,153,0,153
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,4,3,8,0,0,19,28,2,1,0,0,45,39,4,3,152,0,152
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,5,7,4,0,1,19,22,2,2,0,0,43,38,4,9,151,0,151
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,6,13,7,0,0,31,21,2,2,0,0,46,46,6,3,177,0,177
29,FAIRFAX CO PBLC SCHS,"1,210",MANTUA ELEM,KG,8,4,0,0,10,14,1,2,0,0,19,24,3,6,91,0,91
29,FAIRFAX CO PBLC SCHS,"1,290",MARSHALL HIGH,9,46,39,1,1,54,57,9,15,0,0,160,144,17,22,565,0,565
29,FAIRFAX CO PBLC SCHS,"1,290",MARSHALL HIGH,10,51,63,0,2,48,47,12,9,1,0,136,132,18,12,531,0,531
29,FAIRFAX CO PBLC SCHS,"1,290",MARSHALL HIGH,11,47,39,0,1,46,46,13,13,0,0,146,144,12,13,520,0,520
29,FAIRFAX CO PBLC SCHS,"1,290",MARSHALL HIGH,12,35,33,1,0,35,26,7,17,0,1,129,125,13,14,436,0,436
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,1,10,11,0,0,14,14,3,2,0,0,30,24,7,1,116,0,116
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,2,8,9,0,0,17,19,1,2,0,0,28,25,0,5,114,0,114
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,3,11,8,0,0,8,12,1,3,0,0,24,20,1,3,91,0,91
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,4,8,8,1,0,10,17,0,5,0,0,12,21,1,1,84,0,84
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,5,11,4,0,0,18,10,2,0,0,0,26,23,7,3,104,0,104
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,6,5,3,0,0,10,7,2,2,0,0,28,21,3,5,86,0,86
29,FAIRFAX CO PBLC SCHS,"1,200",MARSHALL ROAD ELEM,KG,12,9,0,0,27,17,4,1,0,0,35,28,1,5,139,0,139
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,1,25,12,0,0,12,11,3,2,0,0,10,10,4,4,93,0,93
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,2,16,21,0,0,8,12,3,4,0,0,10,17,0,1,92,0,92
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,3,29,20,0,0,7,7,3,6,0,0,11,10,3,3,99,0,99
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,4,13,17,0,0,16,13,7,0,0,0,5,6,0,2,79,0,79
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,5,20,21,0,0,8,13,5,4,0,0,5,8,4,0,88,0,88
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,KG,21,14,0,0,10,14,3,4,0,0,16,12,0,1,95,0,95
29,FAIRFAX CO PBLC SCHS,"2,410",MASON CREST ELEM,PK,24,12,1,0,2,5,1,3,0,0,14,2,0,0,64,0,64
29,FAIRFAX CO PBLC SCHS,790,MCLEAN HIGH,9,41,23,1,0,53,65,11,6,1,0,145,168,14,13,541,0,541
29,FAIRFAX CO PBLC SCHS,790,MCLEAN HIGH,10,38,45,1,4,60,55,3,7,0,0,137,134,12,9,505,0,505
29,FAIRFAX CO PBLC SCHS,790,MCLEAN HIGH,11,29,24,0,1,51,59,10,2,0,0,166,152,8,13,515,0,515
29,FAIRFAX CO PBLC SCHS,790,MCLEAN HIGH,12,35,24,0,0,48,66,8,7,1,0,165,160,12,16,542,0,542
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,1,9,10,1,0,62,74,11,8,0,0,16,10,1,1,203,0,203
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,2,6,4,0,1,65,51,10,15,0,0,13,7,4,2,178,0,178
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,3,11,10,1,1,61,73,6,8,0,1,11,6,2,3,194,0,194
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,4,12,14,0,0,55,67,8,13,0,0,11,6,5,2,193,0,193
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,5,9,2,0,0,50,41,10,8,0,0,6,7,4,0,137,0,137
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,6,11,9,0,0,42,39,11,6,0,1,14,16,1,2,152,0,152
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,KG,3,4,0,0,63,76,7,8,0,0,13,10,2,1,187,0,187
29,FAIRFAX CO PBLC SCHS,"2,231",MCNAIR ELEM,PK,5,4,0,0,3,5,8,7,0,0,4,2,1,0,39,0,39
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,1,11,13,1,1,15,16,2,2,0,0,29,28,0,7,125,0,125
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,2,13,14,0,0,19,16,2,3,0,0,17,21,2,3,110,0,110
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,3,11,15,0,1,33,16,7,6,0,0,38,22,5,6,160,0,160
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,4,19,12,1,0,29,27,3,2,0,0,21,36,2,5,157,0,157
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,5,13,12,0,1,28,21,5,7,0,0,33,32,8,3,163,0,163
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,6,10,14,0,1,37,27,8,5,0,0,35,40,5,6,188,0,188
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,KG,10,6,0,0,16,14,5,5,0,0,26,13,6,2,103,0,103
29,FAIRFAX CO PBLC SCHS,"1,390",MOSBY WOODS ELEM,PK,3,2,0,0,2,3,4,0,0,0,2,0,0,0,16,0,16
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,1,22,23,0,0,2,1,5,2,0,0,6,6,0,0,67,0,67
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,2,19,25,0,0,0,2,4,4,0,1,5,4,0,1,65,0,65
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,3,19,23,0,0,0,2,8,4,0,0,2,2,1,1,62,0,62
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,4,24,14,0,0,1,2,3,2,1,0,1,4,0,0,52,0,52
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,5,15,23,0,0,2,2,3,5,1,0,1,1,0,1,54,0,54
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,6,14,10,0,1,0,0,2,3,0,0,1,0,0,0,31,0,31
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,KG,18,18,0,0,1,1,7,3,0,0,3,4,3,0,58,0,58
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,PK,5,6,0,0,1,0,1,2,0,0,0,2,0,0,17,0,17
29,FAIRFAX CO PBLC SCHS,420,MOUNT VERNON HIGH,9,129,117,1,0,17,18,57,62,0,2,51,51,7,12,524,0,524
29,FAIRFAX CO PBLC SCHS,420,MOUNT VERNON HIGH,10,111,106,2,0,12,13,83,64,1,0,60,47,7,13,519,0,519
29,FAIRFAX CO PBLC SCHS,420,MOUNT VERNON HIGH,11,115,92,0,2,20,16,75,66,1,0,50,43,6,12,498,0,498
29,FAIRFAX CO PBLC SCHS,420,MOUNT VERNON HIGH,12,82,88,0,2,16,12,73,73,2,1,63,39,16,9,476,0,476
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,1,35,30,0,0,5,4,12,19,0,0,0,0,2,1,108,0,108
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,2,28,22,0,0,2,2,12,14,0,0,1,0,1,1,83,0,83
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,3,33,25,0,0,5,3,18,13,0,0,2,1,0,0,100,0,100
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,4,31,28,0,0,3,2,14,9,0,0,2,0,0,0,89,0,89
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,5,25,25,0,0,3,4,12,9,0,0,0,1,0,1,80,0,80
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,6,25,25,0,0,3,0,8,10,0,0,2,0,1,0,74,0,74
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,KG,25,19,0,0,1,3,12,16,0,0,1,3,0,0,80,0,80
29,FAIRFAX CO PBLC SCHS,"1,640",MOUNT VERNON WOODS ELEM,PK,20,23,0,0,3,1,10,13,0,0,2,2,1,0,75,0,75
29,FAIRFAX CO PBLC SCHS,"2,211",MOUNTAIN VIEW ALTERNATIVE HIGH,9,5,3,0,0,0,0,0,1,0,0,0,0,0,0,9,0,9
29,FAIRFAX CO PBLC SCHS,"2,211",MOUNTAIN VIEW ALTERNATIVE HIGH,10,5,7,0,0,0,0,0,1,0,0,1,1,0,0,15,0,15
29,FAIRFAX CO PBLC SCHS,"2,211",MOUNTAIN VIEW ALTERNATIVE HIGH,11,31,27,0,0,2,3,7,4,0,0,1,3,0,0,78,0,78
29,FAIRFAX CO PBLC SCHS,"2,211",MOUNTAIN VIEW ALTERNATIVE HIGH,12,30,33,0,0,13,9,10,8,0,0,19,15,1,2,140,0,140
29,FAIRFAX CO PBLC SCHS,"2,211",MOUNTAIN VIEW ALTERNATIVE HIGH,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,1,3,3,0,0,22,19,2,2,0,0,43,19,1,7,121,0,121
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,2,2,4,0,0,28,22,6,3,0,0,28,31,5,4,133,0,133
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,3,5,5,0,0,31,21,4,5,0,0,26,30,3,7,137,0,137
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,4,3,5,0,0,40,30,1,2,0,0,32,18,5,5,141,0,141
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,5,3,7,0,0,41,37,3,4,0,0,32,31,8,4,170,0,170
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,6,3,2,0,0,13,16,1,2,0,0,33,33,4,2,109,0,109
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,KG,3,1,0,0,15,13,1,2,0,0,32,24,2,3,96,0,96
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,1,9,8,0,0,1,0,4,6,1,0,20,16,0,3,68,0,68
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,2,9,15,1,0,8,6,6,3,0,0,17,24,1,3,93,0,93
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,3,9,10,0,0,4,4,10,3,0,0,16,16,3,3,78,0,78
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,4,17,4,0,0,5,5,3,3,1,1,15,17,1,2,74,0,74
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,5,8,9,0,0,10,6,11,4,1,0,18,12,2,1,82,0,82
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,6,13,21,0,0,6,11,10,8,0,0,14,18,1,0,102,0,102
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,KG,8,10,0,1,3,2,4,0,0,0,23,21,3,1,76,0,76
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,PK,1,3,0,0,1,0,0,3,1,0,3,3,0,0,15,0,15
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,1,11,14,0,0,12,7,0,3,0,0,11,14,4,2,78,0,78
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,2,13,14,0,0,10,12,2,3,0,0,11,10,2,1,78,0,78
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,3,12,17,0,0,11,10,0,3,0,0,11,6,0,0,70,0,70
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,4,11,17,0,0,18,10,2,3,0,0,8,8,2,1,80,0,80
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,5,12,14,0,0,8,7,3,1,0,0,7,6,1,3,62,0,62
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,KG,10,12,0,0,7,11,4,1,0,0,12,12,4,4,77,0,77
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,PK,20,9,0,0,13,3,1,2,0,0,18,12,0,0,78,0,78
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,1,4,3,0,0,14,26,2,1,0,0,26,21,2,6,105,0,105
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,2,3,5,0,0,27,23,1,3,0,0,14,22,0,4,102,0,102
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,3,5,5,0,0,29,33,1,1,0,0,45,31,8,0,158,0,158
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,4,2,2,0,0,30,33,2,1,0,0,34,32,0,5,141,0,141
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,5,8,8,0,0,31,35,3,1,0,0,32,30,2,4,154,0,154
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,6,2,1,0,0,33,25,3,1,0,0,28,42,6,5,146,0,146
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,KG,4,2,0,0,11,13,4,0,0,0,16,20,3,2,75,0,75
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,PK,1,1,0,0,0,2,1,2,0,0,8,1,0,1,17,0,17
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,1,8,7,0,0,6,11,4,1,0,0,40,39,2,1,119,0,119
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,2,7,5,0,0,10,7,3,3,0,0,35,42,5,4,121,0,121
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,3,6,4,0,0,4,6,3,1,0,0,36,30,4,5,99,0,99
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,4,6,5,0,0,11,10,1,2,0,0,38,31,4,5,113,0,113
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,5,7,4,0,0,10,10,2,1,0,0,46,25,7,5,117,0,117
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,6,5,6,0,1,7,2,6,2,0,0,45,38,4,2,118,0,118
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,KG,4,5,0,0,10,4,1,2,0,0,35,39,5,3,108,0,108
29,FAIRFAX CO PBLC SCHS,"1,860",OAK VIEW ELEM,PK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,1,7,4,0,0,24,7,3,0,0,0,30,28,6,5,114,0,114
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,2,16,4,0,1,11,18,3,4,1,0,34,24,4,6,126,0,126
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,3,9,3,0,1,14,14,2,0,0,0,44,29,6,2,124,0,124
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,4,7,7,0,0,12,10,0,4,0,0,36,38,3,9,126,0,126
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,5,9,3,0,0,16,13,5,3,0,0,32,30,5,3,119,0,119
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,6,7,5,1,0,8,10,2,3,0,0,33,38,3,3,113,0,113
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,KG,2,2,0,0,12,16,2,1,0,0,38,33,4,4,114,0,114
29,FAIRFAX CO PBLC SCHS,"1,710",OAKTON HIGH,9,32,40,1,1,105,96,20,12,2,0,164,157,21,10,661,0,661
29,FAIRFAX CO PBLC SCHS,"1,710",OAKTON HIGH,10,35,28,3,3,74,75,15,13,1,0,161,154,9,14,585,0,585
29,FAIRFAX CO PBLC SCHS,"1,710",OAKTON HIGH,11,44,25,1,2,84,67,17,13,1,0,146,176,16,15,607,0,607
29,FAIRFAX CO PBLC SCHS,"1,710",OAKTON HIGH,12,23,19,0,1,77,70,14,11,0,0,190,153,12,16,586,0,586
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,1,1,3,0,0,8,3,4,2,0,0,18,10,3,3,55,0,55
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,2,4,6,0,0,5,4,6,1,0,0,18,11,4,1,60,0,60
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,3,9,2,0,0,7,6,1,3,0,0,22,17,5,2,74,0,74
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,4,4,3,0,1,3,4,7,3,0,0,16,10,4,2,57,0,57
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,5,5,4,0,0,9,4,5,1,0,0,23,16,4,0,71,0,71
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,6,7,9,0,0,7,7,2,0,0,0,24,8,3,2,69,0,69
29,FAIRFAX CO PBLC SCHS,"1,650",OLDE CREEK ELEM,KG,4,1,0,0,6,4,4,1,0,0,9,16,1,1,47,0,47
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,1,3,10,0,0,6,3,7,2,0,0,29,47,6,6,119,0,119
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,2,7,6,0,0,6,10,9,4,0,0,47,47,5,4,145,0,145
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,3,7,3,0,1,5,4,1,2,0,0,38,35,6,3,105,0,105
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,4,7,5,0,0,2,4,4,3,0,0,40,38,4,6,113,0,113
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,5,6,5,0,0,5,6,6,3,0,0,32,47,4,1,115,0,115
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,6,6,7,0,0,2,2,2,4,0,0,51,31,2,7,114,0,114
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,KG,5,7,0,0,6,3,5,3,0,0,31,43,2,0,105,0,105
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,1,24,19,0,0,5,1,12,21,0,0,10,2,3,1,98,0,98
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,2,18,34,0,0,6,11,18,20,0,0,12,10,0,0,129,0,129
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,3,24,27,0,0,8,5,12,25,0,0,8,3,1,0,113,0,113
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,4,16,26,0,0,6,7,15,14,1,0,10,10,1,1,107,0,107
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,5,17,18,0,0,9,7,11,13,0,0,6,10,2,1,94,0,94
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,KG,15,26,0,0,7,5,9,15,0,0,16,9,1,2,105,0,105
29,FAIRFAX CO PBLC SCHS,"1,030",PARKLAWN ELEM,PK,15,9,1,0,5,2,7,7,0,0,9,4,2,0,61,0,61
29,FAIRFAX CO PBLC SCHS,"2,440",PIMMIT EC RESOURCE CTR,PK,4,0,0,0,12,4,0,1,0,0,13,2,0,0,36,0,36
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,1,25,24,1,0,13,11,2,3,0,0,8,3,1,2,93,0,93
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,2,22,31,1,1,12,4,2,0,0,0,2,12,0,3,90,0,90
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,3,27,23,0,0,4,5,3,2,0,0,8,5,3,5,85,0,85
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,4,20,19,0,0,4,8,1,2,0,0,7,4,0,0,65,0,65
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,5,26,13,0,0,7,4,1,3,0,0,5,3,0,1,63,0,63
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,6,14,27,0,0,5,3,2,1,0,0,5,7,1,2,67,0,67
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,KG,28,22,0,0,9,5,0,1,0,0,6,13,0,1,85,0,85
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,PK,15,11,0,0,2,5,1,2,0,0,12,5,2,0,55,0,55
29,FAIRFAX CO PBLC SCHS,"1,130",POE MIDDLE,6,94,80,0,0,24,24,24,12,0,0,20,18,1,6,303,0,303
29,FAIRFAX CO PBLC SCHS,"1,130",POE MIDDLE,7,84,64,0,0,41,27,20,21,0,1,19,22,3,1,303,0,303
29,FAIRFAX CO PBLC SCHS,"1,130",POE MIDDLE,8,74,58,0,0,39,30,20,20,0,0,16,14,2,5,278,0,278
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,1,4,2,0,0,10,13,2,1,0,0,14,15,3,0,64,0,64
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,2,1,2,0,0,19,18,2,0,0,0,27,28,0,2,99,0,99
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,3,3,3,0,2,25,13,3,3,0,0,27,26,1,3,109,0,109
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,4,7,9,0,0,37,19,2,1,0,0,25,31,3,2,136,0,136
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,5,2,2,0,0,13,9,0,2,0,0,21,24,4,2,79,0,79
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,6,1,2,0,0,4,8,1,0,0,0,21,23,4,1,65,0,65
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,KG,2,3,0,0,14,8,1,1,0,1,20,15,2,1,68,0,68
29,FAIRFAX CO PBLC SCHS,"2,080",POPLAR TREE ELEM,PK,4,2,0,0,4,1,3,1,0,0,10,3,0,0,28,0,28
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,1,4,5,0,0,38,49,2,5,0,0,16,20,2,4,145,0,145
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,2,4,6,1,1,45,47,1,8,0,0,13,13,3,5,147,0,147
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,3,8,3,0,1,54,32,3,5,0,0,10,17,1,8,142,0,142
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,4,10,3,0,0,34,33,2,6,1,0,10,13,5,6,123,0,123
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,5,8,7,0,0,36,43,3,7,0,0,16,19,3,5,147,0,147
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,6,4,8,1,0,34,36,6,2,0,0,11,12,6,4,124,0,124
29,FAIRFAX CO PBLC SCHS,"2,237",POWELL ELEM,KG,10,3,0,0,42,43,7,5,0,0,18,7,9,5,149,0,149
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,1,26,16,0,1,9,12,5,4,0,0,29,28,4,3,137,0,137
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,2,28,17,0,0,13,7,3,6,0,1,28,25,2,4,134,0,134
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,3,25,23,2,2,8,12,5,3,0,0,28,29,3,3,143,0,143
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,4,24,30,1,0,5,7,7,5,0,0,21,25,2,5,132,0,132
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,5,29,28,0,0,12,4,3,8,0,0,27,22,1,3,137,0,137
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,6,23,26,2,1,9,5,8,0,0,0,24,21,2,1,122,0,122
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,KG,28,20,0,0,11,7,1,2,0,0,39,26,5,4,143,0,143
29,FAIRFAX CO PBLC SCHS,"2,230",PROVIDENCE ELEM,PK,7,4,0,0,1,0,0,0,0,0,1,1,0,0,14,0,14
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,1,16,14,1,0,9,4,2,1,0,0,19,24,3,4,97,0,97
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,2,6,14,0,0,5,11,3,3,1,0,31,11,2,4,91,0,91
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,3,14,12,0,0,7,3,3,0,0,0,22,19,1,1,82,0,82
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,4,6,7,1,0,9,5,1,0,0,0,25,13,3,0,70,0,70
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,5,16,6,0,0,6,10,1,0,0,0,14,18,1,2,74,0,74
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,6,9,11,0,0,9,8,3,1,0,0,17,19,3,0,80,0,80
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,KG,8,8,0,0,8,7,3,3,0,0,19,24,2,4,86,0,86
29,FAIRFAX CO PBLC SCHS,"1,310",RAVENSWORTH ELEM,PK,1,1,0,0,2,0,0,0,0,0,5,2,0,0,11,0,11
